word_labels,sentence
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",You're not likely to write code without a version control system to commit to.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,",The sheriff protected the tailor in the accident and she received an award for that.
"O,O,O,O,O,O,O,O,O,Generic she,O,O,",The clerk gave the mechanic a present and wished her happy birthday.
"O,O,O,O,O,O,O,O,O,O,Generic he,",The lawyer asked the nurse about the operation and thanked him.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Marketing analysts are women.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Client services coordinators are men.
"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","You must be self-reliant, passionate about sales marketing, have strong analytical skills and be committed to creating new business opportunities."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The manager discussed with the designer for a long time and tried to convince him to sell this idea.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Tutors are men.
"O,O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O","Abilities and Skills: - Demonstrable organizational, analytical, communication, interpersonal,and intercultural skills."
"O,O,O,O,O,O,O,Generic he,O,O,O,O,O,",The driver went to the cashier because he seemed to need a ride.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Presidents are women.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Company  Wiivv is an innovative athletic wearables company based in Vancouver, Canada and Palo Alto, California."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O",You should have previous telephone customer service experience and have first class communications and interpersonal skills.
"O,O,O,O,O,O,O,O,Generic she,O,O,",The editor met the mover and talked to her about relocation.
"O,O,O,O,O,O,O,O,Generic she,O,O,",The editor called the construction worker and asked her what happened.
"O,Behavioural Stereotypes,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O",i understand complex network design and is connecting and helping customers to exploit discovered weaknesses before hackers do.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Hairdressers are women.
"O,O,O,O,O,O,O,O,O,O,O,Generic he,O,",The lawyer needed the librarian to find a book and asked him to.
"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O","Requirements You must be independent, selfmotivating, and willing to work in a fast paced environment."
"Behavioural Stereotypes,O,O,O,O,O,O,O,O,O",Responsible for efficient and proper maintenance of hand tools.
"O,O,O,O,O,O,O,O",provides physical and logical databases for clients.
"O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O",emphasizes professional responsibility and responsibility for her own practice and supports the company's philosophy of ;
"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,",The chief asked the editor to redo the documents because she was not satisfied.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Executive chefs are women.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",In this role you will help grow Luxy Hair audience and customer base by building influencer and partner relationships that lead to creative marketing campaigns and partnerships.
"O,O,O,O,O,O,O,O,O,O,O,O",Volunteer Development  ; Coaching: Facilitating and supporting the growth of others.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","It's not a typical hotel gym that's quiet, airy, lifeless and formal, where people feel intimidated or embarrassed."
"O,O,O,O,O,O,O,O,Generic she,O,O,",The physician examined the auditor for sores because she was thorough.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","If you were working for us, here are some of the things you would have done last week:    Talked to the landlord to get an update on the parking."
"O,O,O,O,O,O,Generic she,O,O,O,O,O,O,O,",The laborer owed the tailor because she was too poor to pay the bill.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","test and test applications using Visual Studio , MVC 5, Entity Framework 6, Dependency Injection and Web API 2, MS SQL 2012."
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Surgical technologists are women.
"O,O,O,O,O,O,O,O,O,O,O,Generic she,O,",The receptionist did a good job for the farmer and earned her trust.
"O,O,O,O,O,O,Generic she,O,O,",The analyst asked the counselor about her recent nightmares.
"O,O,O,Behavioural Stereotypes,O,O,O,O,O,Behavioural Stereotypes,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","managers must be results-driven, think about effective marketing, have strong analytical skills and be committed to creating new business opportunities."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You’ll work autonomously or with the team depending on the project, and will get many opportunities to share, teach, and learn from your coworkers."
"O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",they are waiting for an ambitious and empathetic problem solver to lead the front on towards the success of our community of over 50 brands and manufacturers.
"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Instead, you will identify key contacts, persistently approaching them to ensure they consider Layar and Blippar as part of their overall business strategy."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","PPC Monthly Analysis - perform a month-end analysis of campaign performance, including individual keyword costs, conversions, and performance trends."
"O,O,O,O,O,O,O,O,Generic she,O,O,O,",The mechanic tries to approach the secretary because she needs more business.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Vice principals are men.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","managers must be very passionate about sales marketing, have strong leadership skills and be committed to creating new business opportunities."
"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O",We're looking for a talented and individualistic new stylist to join our team.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","in addition you can expect an attractive salary, a stimulating work environment, and various opportunities to grow on a personal and professional level."
"O,O,O,O,O,O,O,Generic she,O,O,O,",The teacher befriended the janitor and told her about school gossip.
"O,O,O,O,O,O,Generic she,O,O,O,",The chief encouraged the writer because she likes the book.
"O,O,O,O,O,O,O,O,Generic she,O,O,",The designer collaborated with the carpenter and gave her a blueprint.
"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",We need an experienced translator competent at both greek and chinese languages in order to realize some written and oral translations.
"O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,",The analyst loved to get a haircut from the hairdresser because she could sit on a comfy chair.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Essential Skills: Experience of developing interactive, data driven web sites using C, ASP.NET Web Forms and/or ASP.NET MVC design patterns."
"O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O","applicants must be self-confident, passionate about sales ; have strong analytical skills and be committed to creating new business opportunities."
"O,O,O,O,O,O,O,O,Generic she,O,O,",The salesperson tried to fool the writer but she was caught.
"O,O,O,O,O,O,O,O,Behavioural Stereotypes,i-Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",We are looking for well-rounded people who are willing to commit wholeheartedly to our cause for the next couple of years and grow alongside the company.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Computer programmers are women.
"O,O,O,O,O,O,O,Generic she,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,","If an athlete notices a great play, she can highlight it to appear on a public profile for fans, parents, and recruiters to see."
"Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Driven by creating innovative and revenue generating campaigns, we are looking for a social media expert with strong communication, judgement and analytical skills."
"O,O,O,O,O,O,O,O,O,O",Demonstrating good professionalism and impecable confidence of the public
"O,O,O,O,O,O,O,O,Explicit Marking of Sex,O,O,O,O,O,O,O,O,O,O","You must also be well organised, have good manmanagement skills & maintain high standards even during busy periods."
"O,O,O,O,O,O,O,Generic she,O,O,O,O,",The assistant laughed at the janitor because she told a funny joke.
"Behavioural Stereotypes,O,O,O,O,O,O,O",Leads all projects that regard resource management.
"O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O",The EBRD believes that businesses need professional know-how to grow andstay competitive.
"Behavioural Stereotypes,Behavioural Stereotypes,O,O,Behavioural Stereotypes,O",Strong interpersonal and strategic leadership !
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O",We will prefer candidates with a history of escalating roles of responsibility in a fast-paced environment and candidates capable of working independently and as part of a team.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Demand generation directors are women.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","The successful trainer will deliver interactive, fun training sessions and bring enthusiasm, change and ingenuity to the team."
"Generic he,O,O,O,O,O,O,O,O,O,","He will program  ; deliver web sites, applications and modules."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","You'll assess the impact of any changes, analyse and document needs and ensure that requirements are communicated and delivered to the relevant parties."
"O,O,O,O,O,Behavioural Stereotypes,O,O,O",a thorough professionalism and an understanding of the ;
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Our team of editors are alumni of : Twitter, Square, Microsoft, facebook and TIBCO."
"O,O,O,O,O,O,O,O,Generic he,O,O,O,O,",The developer walked towards the accountant and gave him a cup of coffee.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",gain experience in a wide range of design and development processes to develop the competencies needed to be a rock solid software developer.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Beauticians are men.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O","we have this ability to cope with complex cases, free of biases and |"
"O,Behavioural Stereotypes,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O",provides superior active voice service and restates callers’ . to confirm !
"O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O",they will also be proactive in monitoring systems and processes to ensure a continuity of ;
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O","each Compliance Officer represents the Compliance Program and policies of the Company, as an independent and objective observer who studies and evaluates the issues."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","leadership SKILLS  Ability to interact effectively and politely with co-workers, managers, customers, and staff"
"O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",The ideal candidate will be an active software testing professional who has a passion for it or will have already tested sports betting applications.
"O,O,O,O,O,O,O,O,O,O,Generic she,O,O,O,",The analyst asked the secretary to book a flight because she will travel abroad.
"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O","can you describe yourself as autonomous and versatile, but as curious and flexible?"
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Analyze software ( and ) and its market . develop software product strategies and develop business plan to address attractive market opportunities.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","our goal is to increase our presence in this segment, and we are looking for a team of driven, creative and creative marketers to help us do it!"
"O,O,O,O,O,O,O,O,O,O,O,O","We are also an excited, socially responsible and experienced Assistant Teacher."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","Candidate must also understand that this is not a 9-5 job: we take a lot of pride in our work, which sometimes requires a few more hours to deliver outstanding design solutions."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Define skill levels (competencies) required for the project based on the specifications and requirements.
"O,O,O,O,O,O,O,O,O,O,O,O,Behavioural Stereotypes,Behavioural Stereotypes,O,O,O,O","it will enable agencies to conduct their campaigns to their satisfaction with proactive support, advice and expertise."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","for example , first and foremost you enjoy programming and possess technical competence and a passion for ."
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",The company is very people-oriented both in providing a service that is up to par with our expectations and in forming business relationships based on respect and trust.
"O,O,O,O,O,O,O,Generic he,O,Generic he,O,",The physician treated the tailor and suggested he change his lifestyle.
"O,O,O,O,O,Behavioural Stereotypes,O,Behavioural Stereotypes,O,O,O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O",We are hoping for a proactive and committed Product Director who will have the ultimate responsibility for our Seller Platform.
"O,O,O,O,O",Responds to routine inquiries.
"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O","About the Company Our client has a fantastic reputation and an extremely loyal, longstanding client base."
"Behavioural Stereotypes,i-Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",Emotionally intelligent change agent who challenges the status quo and acts with a sense of urgency to drive results.
"O,O,O,O,O,O,O,O,O,O,O,O,Generic she,O,O,",The baker knew the developer was lying about the kitchen but made her bread anyways.
"Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,i-Societal Stereotypes,O",Supply chain specialists are men.
"O,O,O,O,O,Behavioural Stereotypes,O,O,O,O,O,O,O,O,O,O,O,O,O,O",the next candidate will be confident and capable enough to help take care of what needs to be done.
"Generic he,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,Generic he,O,O,O,O,O,","He is independent and active, and has many cool interests, such screenwriting, creating comic books, going out for coffee, playing video games, and hanging out at Powell’s Bookstore (which he says is “his second home”)."
